asin,reviewTime,Number_of_reviews
0141039280,2012-12-27,6
0141039280,2012-12-28,7
0141039280,2012-12-29,6
0141039280,2012-12-30,5
0141039280,2012-12-31,2
0141039280,2013-01-01,2
0141039280,2013-01-02,5
0141039280,2013-01-03,3
0141039280,2013-01-04,7
0141039280,2013-01-05,1
0141039280,2013-01-06,5
0141039280,2013-01-07,3
0141039280,2013-01-08,2
0141039280,2013-01-09,1
0141039280,2013-01-10,5
0141039280,2013-01-11,6
0141039280,2013-01-12,4
0141039280,2013-01-13,1
0141039280,2013-01-14,5
0141039280,2013-01-15,4
0141039280,2013-01-16,2
0141039280,2013-01-17,3
0141039280,2013-01-18,3
0141039280,2013-01-19,1
0141039280,2013-01-20,2
0141039280,2013-01-21,6
0141039280,2013-01-22,1
0141039280,2013-01-24,4
0141039280,2013-01-25,4
0141039280,2013-01-26,3
0141039280,2013-01-27,3
0141039280,2013-01-28,1
0141039280,2013-01-29,3
0141039280,2013-01-30,6
0141039280,2013-01-31,4
0141039280,2013-02-01,1
0141039280,2013-02-02,2
0141039280,2013-02-03,4
0141039280,2013-02-04,3
0141039280,2013-02-05,3
0141039280,2013-02-06,4
0141039280,2013-02-07,3
0141039280,2013-02-08,2
0141039280,2013-02-09,4
0141039280,2013-02-10,3
0141039280,2013-02-11,3
0141039280,2013-02-12,2
0141039280,2013-02-13,4
0141039280,2013-02-14,1
0141039280,2013-02-15,2
0141039280,2013-02-16,3
0141039280,2013-02-17,1
0141039280,2013-02-18,5
0141039280,2013-02-19,1
0141039280,2013-02-20,1
0141039280,2013-02-21,3
0141039280,2013-02-22,1
0141039280,2013-02-23,1
0141039280,2013-02-24,3
0141039280,2013-02-25,1
0141039280,2013-02-26,3
0141039280,2013-02-28,2
0141039280,2013-03-01,3
0141039280,2013-03-02,1
0141039280,2013-03-03,1
0141039280,2013-03-04,1
0141039280,2013-03-05,2
0141039280,2013-03-06,2
0141039280,2013-03-07,1
0141039280,2013-03-09,4
0141039280,2013-03-10,1
0141039280,2013-03-11,2
0141039280,2013-03-14,1
0141039280,2013-03-15,1
0141039280,2013-03-16,4
0141039280,2013-03-18,1
0141039280,2013-03-19,1
0141039280,2013-03-20,3
0141039280,2013-03-21,2
0141039280,2013-03-22,1
0141039280,2013-03-23,1
0141039280,2013-03-24,3
0141039280,2013-03-25,2
0141039280,2013-03-26,2
0141039280,2013-03-28,3
0141039280,2013-03-29,1
0141039280,2013-03-30,3
0141039280,2013-04-02,1
0141039280,2013-04-03,1
0141039280,2013-04-04,5
0141039280,2013-04-05,1
0141039280,2013-04-06,2
0141039280,2013-04-08,1
0141039280,2013-04-09,3
0141039280,2013-04-10,1
0141039280,2013-04-11,2
0141039280,2013-04-12,2
0141039280,2013-04-13,1
0141039280,2013-04-14,4
0141039280,2013-04-15,1
0141039280,2013-04-16,2
0141039280,2013-04-17,3
0141039280,2013-04-18,1
0141039280,2013-04-19,1
0141039280,2013-04-20,1
0141039280,2013-04-23,1
0141039280,2013-04-24,2
0141039280,2013-04-25,3
0141039280,2013-04-26,1
0141039280,2013-04-27,3
0141039280,2013-04-28,1
0141039280,2013-04-29,1
0141039280,2013-04-30,1
0141039280,2013-05-01,1
0141039280,2013-05-02,1
0141039280,2013-05-04,1
0141039280,2013-05-05,1
0141039280,2013-05-06,1
0141039280,2013-05-07,1
0141039280,2013-05-08,1
0141039280,2013-05-09,1
0141039280,2013-05-10,1
0141039280,2013-05-11,1
0141039280,2013-05-12,1
0141039280,2013-05-15,1
0141039280,2013-05-17,1
0141039280,2013-05-18,2
0141039280,2013-05-19,6
0141039280,2013-05-20,1
0141039280,2013-05-22,1
0141039280,2013-05-24,1
0141039280,2013-05-25,2
0141039280,2013-05-26,2
0141039280,2013-05-28,3
0141039280,2013-05-30,4
0141039280,2013-05-31,1
0141039280,2013-06-01,2
0141039280,2013-06-02,1
0141039280,2013-06-03,2
0141039280,2013-06-07,1
0141039280,2013-06-08,2
0141039280,2013-06-10,3
0141039280,2013-06-11,2
0141039280,2013-06-12,2
0141039280,2013-06-15,1
0141039280,2013-06-16,1
0141039280,2013-06-17,1
0141039280,2013-06-18,1
0141039280,2013-06-21,1
0141039280,2013-06-22,2
0141039280,2013-06-23,4
0141039280,2013-06-24,2
0141039280,2013-06-25,1
0141039280,2013-06-26,4
0141039280,2013-06-27,1
0141039280,2013-06-28,1
0141039280,2013-06-29,1
0141039280,2013-06-30,2
0141039280,2013-07-02,1
0141039280,2013-07-05,3
0141039280,2013-07-06,1
0141039280,2013-07-07,1
0141039280,2013-07-08,1
0141039280,2013-07-09,1
0141039280,2013-07-11,1
0141039280,2013-07-12,2
0141039280,2013-07-14,2
0141039280,2013-07-16,1
0141039280,2013-07-17,1
0141039280,2013-07-18,2
0141039280,2013-07-21,4
0141039280,2013-07-22,1
0141039280,2013-07-23,2
0141039280,2013-07-24,1
0141039280,2013-07-25,1
0141039280,2013-07-27,1
0141039280,2013-07-29,1
0141039280,2013-07-30,1
0141039280,2013-07-31,1
0141039280,2013-08-03,1
0141039280,2013-08-04,2
0141039280,2013-08-08,2
0141039280,2013-08-09,5
0141039280,2013-08-10,1
0141039280,2013-08-13,1
0141039280,2013-08-14,3
0141039280,2013-08-15,2
0141039280,2013-08-16,2
0141039280,2013-08-17,1
0141039280,2013-08-18,2
0141039280,2013-08-19,2
0141039280,2013-08-20,1
0141039280,2013-08-21,1
0141039280,2013-08-22,1
0141039280,2013-08-23,1
0141039280,2013-08-25,1
0141039280,2013-08-26,1
0141039280,2013-08-27,1
0141039280,2013-08-28,1
0141039280,2013-08-31,3
0141039280,2013-09-02,2
0141039280,2013-09-03,4
0141039280,2013-09-05,2
0141039280,2013-09-06,1
0141039280,2013-09-07,1
0141039280,2013-09-08,1
0141039280,2013-09-11,1
0141039280,2013-09-12,1
0141039280,2013-09-13,1
0141039280,2013-09-15,1
0141039280,2013-09-19,1
0141039280,2013-09-21,2
0141039280,2013-09-22,2
0141039280,2013-09-23,1
0141039280,2013-09-24,2
0141039280,2013-09-25,1
0141039280,2013-09-26,2
0141039280,2013-10-02,1
0141039280,2013-10-05,2
0141039280,2013-10-06,2
0141039280,2013-10-08,1
0141039280,2013-10-09,1
0141039280,2013-10-10,2
0141039280,2013-10-11,1
0141039280,2013-10-12,2
0141039280,2013-10-13,2
0141039280,2013-10-14,1
0141039280,2013-10-15,2
0141039280,2013-10-19,2
0141039280,2013-10-23,1
0141039280,2013-10-29,1
0141039280,2013-10-30,1
0141039280,2013-11-03,1
0141039280,2013-11-04,1
0141039280,2013-11-06,1
0141039280,2013-11-07,3
0141039280,2013-11-09,3
0141039280,2013-11-10,1
0141039280,2013-11-11,1
0141039280,2013-11-12,1
0141039280,2013-11-13,4
0141039280,2013-11-14,2
0141039280,2013-11-15,2
0141039280,2013-11-17,2
0141039280,2013-11-18,1
0141039280,2013-11-19,3
0141039280,2013-11-21,3
0141039280,2013-11-22,1
0141039280,2013-11-23,2
0141039280,2013-11-24,2
0141039280,2013-11-25,1
0141039280,2013-11-26,2
0141039280,2013-11-29,2
0141039280,2013-11-30,2
0141039280,2013-12-01,3
0141039280,2013-12-02,1
0141039280,2013-12-03,1
0141039280,2013-12-04,3
0141039280,2013-12-05,2
0141039280,2013-12-06,1
0141039280,2013-12-07,3
0141039280,2013-12-08,5
0141039280,2013-12-09,2
0141039280,2013-12-11,6
0141039280,2013-12-12,2
0141039280,2013-12-13,2
0141039280,2013-12-14,1
0141039280,2013-12-18,1
0141039280,2013-12-22,1
0141039280,2013-12-24,1
0141039280,2013-12-26,1
0141039280,2013-12-27,2
0141039280,2013-12-29,3
0141039280,2013-12-30,1
0141039280,2013-12-31,1
0141039280,2014-01-01,1
0141039280,2014-01-02,1
0141039280,2014-01-03,3
0141039280,2014-01-04,1
0141039280,2014-01-05,2
0141039280,2014-01-07,3
0141039280,2014-01-09,2
0141039280,2014-01-10,2
0141039280,2014-01-11,2
0141039280,2014-01-12,1
0141039280,2014-01-14,1
0141039280,2014-01-15,2
0141039280,2014-01-17,2
0141039280,2014-01-19,2
0141039280,2014-01-20,1
0141039280,2014-01-21,2
0141039280,2014-01-22,2
0141039280,2014-01-23,1
0141039280,2014-01-24,2
0141039280,2014-01-26,3
0141039280,2014-01-28,2
0141039280,2014-01-29,1
0141039280,2014-02-01,2
0141039280,2014-02-03,1
0141039280,2014-02-04,1
0141039280,2014-02-06,2
0141039280,2014-02-07,4
0141039280,2014-02-08,1
0141039280,2014-02-09,3
0141039280,2014-02-10,3
0141039280,2014-02-11,4
0141039280,2014-02-13,1
0141039280,2014-02-14,1
0141039280,2014-02-15,1
0141039280,2014-02-16,4
0141039280,2014-02-19,1
0141039280,2014-02-20,4
0141039280,2014-02-21,1
0141039280,2014-02-22,1
0141039280,2014-02-23,2
0141039280,2014-02-25,2
0141039280,2014-02-27,1
0141039280,2014-02-28,2
0141039280,2014-03-02,2
0141039280,2014-03-03,1
0141039280,2014-03-04,1
0141039280,2014-03-05,1
0141039280,2014-03-06,1
0141039280,2014-03-09,3
0141039280,2014-03-11,2
0141039280,2014-03-12,2
0141039280,2014-03-16,3
0141039280,2014-03-17,1
0141039280,2014-03-19,2
0141039280,2014-03-21,1
0141039280,2014-03-26,1
0141039280,2014-03-28,1
0141039280,2014-03-30,2
0141039280,2014-03-31,1
0141039280,2014-04-02,3
0141039280,2014-04-03,1
0141039280,2014-04-05,1
0141039280,2014-04-08,1
0141039280,2014-04-09,2
0141039280,2014-04-10,1
0141039280,2014-04-15,1
0141039280,2014-04-16,2
0141039280,2014-04-18,1
0141039280,2014-04-19,1
0141039280,2014-04-20,1
0141039280,2014-04-22,2
0141039280,2014-04-23,1
0141039280,2014-04-24,1
0141039280,2014-04-25,1
0141039280,2014-04-27,1
0141039280,2014-04-28,1
0141039280,2014-04-29,1
0141039280,2014-04-30,1
0141039280,2014-05-03,2
0141039280,2014-05-04,3
0141039280,2014-05-05,1
0141039280,2014-05-10,1
0141039280,2014-05-11,2
0141039280,2014-05-12,3
0141039280,2014-05-14,3
0141039280,2014-05-16,2
0141039280,2014-05-17,1
0141039280,2014-05-18,1
0141039280,2014-05-19,2
0141039280,2014-05-20,2
0141039280,2014-05-22,1
0141039280,2014-05-23,1
0141039280,2014-05-24,2
0141039280,2014-05-27,2
0141039280,2014-05-29,1
0141039280,2014-05-30,2
0141039280,2014-05-31,1
0141039280,2014-06-01,1
0141039280,2014-06-02,1
0141039280,2014-06-03,1
0141039280,2014-06-04,2
0141039280,2014-06-06,3
0141039280,2014-06-07,2
0141039280,2014-06-08,1
0141039280,2014-06-10,1
0141039280,2014-06-11,3
0141039280,2014-06-12,1
0141039280,2014-06-13,4
0141039280,2014-06-17,1
0141039280,2014-06-18,1
0141039280,2014-06-22,2
0141039280,2014-06-23,2
0141039280,2014-06-25,1
0141039280,2014-06-26,2
0141039280,2014-06-27,2
0141039280,2014-06-30,2
0141039280,2014-07-02,4
0141039280,2014-07-03,2
0141039280,2014-07-04,6
0141039280,2014-07-07,3
0141039280,2014-07-08,2
0141039280,2014-07-10,1
0141039280,2014-07-11,1
0143170090,2008-01-14,1
0143170090,2008-01-30,1
0143170090,2008-08-20,1
0143170090,2008-08-25,1
0143170090,2008-08-28,2
0143170090,2008-09-01,1
0143170090,2008-09-05,1
0143170090,2008-09-06,1
0143170090,2008-09-09,1
0143170090,2008-09-10,1
0143170090,2008-09-11,2
0143170090,2008-09-13,1
0143170090,2008-09-14,2
0143170090,2008-09-16,2
0143170090,2008-09-17,1
0143170090,2008-09-18,4
0143170090,2008-09-20,1
0143170090,2008-09-21,1
0143170090,2008-09-23,3
0143170090,2008-09-25,3
0143170090,2008-09-26,4
0143170090,2008-09-28,1
0143170090,2008-09-30,2
0143170090,2008-10-02,1
0143170090,2008-10-03,1
0143170090,2008-10-04,1
0143170090,2008-10-06,2
0143170090,2008-10-08,1
0143170090,2008-10-09,2
0143170090,2008-10-10,1
0143170090,2008-10-12,1
0143170090,2008-10-14,1
0143170090,2008-10-18,1
0143170090,2008-10-19,1
0143170090,2008-10-21,2
0143170090,2008-10-23,1
0143170090,2008-10-24,1
0143170090,2008-10-26,1
0143170090,2008-10-27,1
0143170090,2008-10-28,1
0143170090,2008-10-30,1
0143170090,2008-10-31,2
0143170090,2008-11-01,3
0143170090,2008-11-03,1
0143170090,2008-11-05,1
0143170090,2008-11-07,1
0143170090,2008-11-09,2
0143170090,2008-11-11,1
0143170090,2008-11-12,1
0143170090,2008-11-16,1
0143170090,2008-11-17,5
0143170090,2008-11-19,1
0143170090,2008-11-21,1
0143170090,2008-11-24,1
0143170090,2008-11-25,3
0143170090,2008-11-28,1
0143170090,2008-11-29,2
0143170090,2008-12-01,1
0143170090,2008-12-02,1
0143170090,2008-12-03,2
0143170090,2008-12-04,1
0143170090,2008-12-07,1
0143170090,2008-12-11,2
0143170090,2008-12-15,1
0143170090,2008-12-16,1
0143170090,2008-12-17,1
0143170090,2008-12-18,3
0143170090,2008-12-20,1
0143170090,2008-12-23,1
0143170090,2008-12-24,1
0143170090,2008-12-25,1
0143170090,2008-12-26,2
0143170090,2008-12-27,1
0143170090,2008-12-29,2
0143170090,2008-12-30,1
0143170090,2009-01-01,1
0143170090,2009-01-05,2
0143170090,2009-01-06,2
0143170090,2009-01-07,1
0143170090,2009-01-09,1
0143170090,2009-01-11,1
0143170090,2009-01-13,2
0143170090,2009-01-14,1
0143170090,2009-01-15,2
0143170090,2009-01-17,1
0143170090,2009-01-19,1
0143170090,2009-01-23,1
0143170090,2009-01-27,1
0143170090,2009-01-29,1
0143170090,2009-01-31,1
0143170090,2009-02-04,1
0143170090,2009-02-06,1
0143170090,2009-02-08,4
0143170090,2009-02-09,1
0143170090,2009-02-10,2
0143170090,2009-02-12,2
0143170090,2009-02-16,1
0143170090,2009-02-18,1
0143170090,2009-02-19,2
0143170090,2009-02-20,2
0143170090,2009-02-22,1
0143170090,2009-02-23,1
0143170090,2009-02-25,1
0143170090,2009-03-01,1
0143170090,2009-03-05,1
0143170090,2009-03-06,1
0143170090,2009-03-08,1
0143170090,2009-03-14,1
0143170090,2009-03-15,1
0143170090,2009-03-19,3
0143170090,2009-03-20,1
0143170090,2009-03-21,3
0143170090,2009-03-23,1
0143170090,2009-03-24,1
0143170090,2009-03-26,1
0143170090,2009-03-28,1
0143170090,2009-03-31,1
0143170090,2009-04-01,2
0143170090,2009-04-02,1
0143170090,2009-04-09,1
0143170090,2009-04-13,1
0143170090,2009-04-14,1
0143170090,2009-04-16,2
0143170090,2009-04-20,3
0143170090,2009-04-21,1
0143170090,2009-04-22,1
0143170090,2009-04-24,1
0143170090,2009-04-28,1
0143170090,2009-05-02,1
0143170090,2009-05-04,2
0143170090,2009-05-05,1
0143170090,2009-05-07,1
0143170090,2009-05-13,1
0143170090,2009-05-16,1
0143170090,2009-05-17,1
0143170090,2009-05-18,1
0143170090,2009-05-19,1
0143170090,2009-05-20,1
0143170090,2009-05-21,1
0143170090,2009-05-22,1
0143170090,2009-05-23,1
0143170090,2009-05-25,2
0143170090,2009-05-26,1
0143170090,2009-05-28,1
0143170090,2009-05-29,1
0143170090,2009-05-30,1
0143170090,2009-06-02,1
0143170090,2009-06-06,1
0143170090,2009-06-07,1
0143170090,2009-06-08,1
0143170090,2009-06-09,2
0143170090,2009-06-11,1
0143170090,2009-06-14,1
0143170090,2009-06-15,3
0143170090,2009-06-23,2
0143170090,2009-06-25,1
0143170090,2009-06-27,1
0143170090,2009-06-28,1
0143170090,2009-06-29,1
0143170090,2009-06-30,3
0143170090,2009-07-01,1
0143170090,2009-07-05,1
0143170090,2009-07-06,3
0143170090,2009-07-09,2
0143170090,2009-07-10,3
0143170090,2009-07-13,3
0143170090,2009-07-15,1
0143170090,2009-07-17,1
0143170090,2009-07-18,1
0143170090,2009-07-21,3
0143170090,2009-07-22,1
0143170090,2009-07-24,3
0143170090,2009-07-25,1
0143170090,2009-07-26,2
0143170090,2009-07-27,1
0143170090,2009-07-29,1
0143170090,2009-07-30,1
0143170090,2009-07-31,1
0143170090,2009-08-01,1
0143170090,2009-08-02,2
0143170090,2009-08-03,3
0143170090,2009-08-04,2
0143170090,2009-08-05,4
0143170090,2009-08-06,1
0143170090,2009-08-07,2
0143170090,2009-08-11,1
0143170090,2009-08-12,2
0143170090,2009-08-13,2
0143170090,2009-08-17,2
0143170090,2009-08-18,1
0143170090,2009-08-20,2
0143170090,2009-08-21,2
0143170090,2009-08-22,4
0143170090,2009-08-23,1
0143170090,2009-08-24,3
0143170090,2009-08-25,1
0143170090,2009-08-26,3
0143170090,2009-08-27,2
0143170090,2009-08-29,2
0143170090,2009-08-30,2
0143170090,2009-08-31,2
0143170090,2009-09-01,1
0143170090,2009-09-02,4
0143170090,2009-09-03,1
0143170090,2009-09-06,4
0143170090,2009-09-07,2
0143170090,2009-09-08,4
0143170090,2009-09-09,1
0143170090,2009-09-11,1
0143170090,2009-09-12,3
0143170090,2009-09-13,5
0143170090,2009-09-14,1
0143170090,2009-09-15,1
0143170090,2009-09-19,1
0143170090,2009-09-20,1
0143170090,2009-09-21,3
0143170090,2009-09-22,1
0143170090,2009-09-23,2
0143170090,2009-09-24,1
0143170090,2009-09-25,2
0143170090,2009-09-26,3
0143170090,2009-09-27,1
0143170090,2009-09-28,1
0143170090,2009-09-30,2
0143170090,2009-10-04,1
0143170090,2009-10-06,1
0143170090,2009-10-07,2
0143170090,2009-10-09,1
0143170090,2009-10-10,1
0143170090,2009-10-13,2
0143170090,2009-10-14,3
0143170090,2009-10-15,1
0143170090,2009-10-16,1
0143170090,2009-10-17,1
0143170090,2009-10-18,1
0143170090,2009-10-19,2
0143170090,2009-10-20,2
0143170090,2009-10-21,2
0143170090,2009-10-23,2
0143170090,2009-10-25,1
0143170090,2009-10-28,1
0143170090,2009-10-29,1
0143170090,2009-10-30,1
0143170090,2009-11-01,2
0143170090,2009-11-03,1
0143170090,2009-11-08,1
0143170090,2009-11-09,1
0143170090,2009-11-10,2
0143170090,2009-11-12,1
0143170090,2009-11-14,1
0143170090,2009-11-15,1
0143170090,2009-11-19,2
0143170090,2009-11-20,1
0143170090,2009-11-22,2
0143170090,2009-11-23,4
0143170090,2009-11-24,1
0143170090,2009-11-25,3
0143170090,2009-11-26,2
0143170090,2009-11-27,1
0143170090,2009-11-29,2
0143170090,2009-12-01,1
0143170090,2009-12-02,3
0143170090,2009-12-05,3
0143170090,2009-12-06,1
0143170090,2009-12-07,3
0143170090,2009-12-09,2
0143170090,2009-12-10,2
0143170090,2009-12-12,2
0143170090,2009-12-13,2
0143170090,2009-12-16,1
0143170090,2009-12-17,1
0143170090,2009-12-21,1
0143170090,2009-12-24,1
0143170090,2009-12-25,2
0143170090,2009-12-26,3
0143170090,2009-12-27,1
0143170090,2009-12-28,1
0143170090,2009-12-29,1
0143170090,2009-12-30,4
0143170090,2009-12-31,1
0143170090,2010-01-02,1
0143170090,2010-01-03,2
0143170090,2010-01-06,2
0143170090,2010-01-07,1
0143170090,2010-01-08,2
0143170090,2010-01-10,1
0143170090,2010-01-11,2
0143170090,2010-01-13,2
0143170090,2010-01-14,4
0143170090,2010-01-15,3
0143170090,2010-01-16,1
0143170090,2010-01-17,1
0143170090,2010-01-18,1
0143170090,2010-01-19,1
0143170090,2010-01-21,1
0143170090,2010-01-23,2
0143170090,2010-01-24,2
0143170090,2010-01-26,1
0143170090,2010-01-27,3
0143170090,2010-01-28,1
0143170090,2010-01-29,2
0143170090,2010-01-30,3
0143170090,2010-02-01,1
0143170090,2010-02-03,1
0143170090,2010-02-04,3
0143170090,2010-02-05,1
0143170090,2010-02-07,1
0143170090,2010-02-08,1
0143170090,2010-02-09,3
0143170090,2010-02-10,2
0143170090,2010-02-11,2
0143170090,2010-02-14,2
0143170090,2010-02-15,1
0143170090,2010-02-16,5
0143170090,2010-02-17,3
0143170090,2010-02-18,1
0143170090,2010-02-19,2
0143170090,2010-02-21,4
0143170090,2010-02-22,1
0143170090,2010-02-23,3
0143170090,2010-02-24,1
0143170090,2010-02-25,1
0143170090,2010-02-28,2
0143170090,2010-03-01,3
0143170090,2010-03-02,1
0143170090,2010-03-03,2
0143170090,2010-03-05,2
0143170090,2010-03-06,2
0143170090,2010-03-07,1
0143170090,2010-03-12,3
0143170090,2010-03-13,2
0143170090,2010-03-14,1
0143170090,2010-03-15,2
0143170090,2010-03-16,1
0143170090,2010-03-18,3
0143170090,2010-03-19,1
0143170090,2010-03-20,5
0143170090,2010-03-21,1
0143170090,2010-03-22,1
0143170090,2010-03-23,1
0143170090,2010-03-25,2
0143170090,2010-03-27,1
0143170090,2010-03-28,2
0143170090,2010-03-29,4
0143170090,2010-03-30,2
0143170090,2010-03-31,1
0143170090,2010-04-01,1
0143170090,2010-04-02,1
0143170090,2010-04-03,3
0143170090,2010-04-04,1
0143170090,2010-04-05,5
0143170090,2010-04-06,4
0143170090,2010-04-07,1
0143170090,2010-04-08,1
0143170090,2010-04-09,3
0143170090,2010-04-11,5
0143170090,2010-04-12,2
0143170090,2010-04-13,2
0143170090,2010-04-14,1
0143170090,2010-04-15,1
0143170090,2010-04-16,2
0143170090,2010-04-17,2
0143170090,2010-04-18,1
0143170090,2010-04-19,2
0143170090,2010-04-20,4
0143170090,2010-04-21,3
0143170090,2010-04-22,6
0143170090,2010-04-23,2
0143170090,2010-04-24,5
0143170090,2010-04-25,3
0143170090,2010-04-26,1
0143170090,2010-04-27,1
0143170090,2010-04-28,1
0143170090,2010-04-30,1
0143170090,2010-05-01,2
0143170090,2010-05-02,2
0143170090,2010-05-03,2
0143170090,2010-05-04,2
0143170090,2010-05-05,2
0143170090,2010-05-06,3
0143170090,2010-05-07,2
0143170090,2010-05-09,3
0143170090,2010-05-10,2
0143170090,2010-05-11,1
0143170090,2010-05-12,2
0143170090,2010-05-14,3
0143170090,2010-05-15,4
0143170090,2010-05-16,2
0143170090,2010-05-17,5
0143170090,2010-05-18,2
0143170090,2010-05-19,2
0143170090,2010-05-20,4
0143170090,2010-05-21,2
0143170090,2010-05-22,1
0143170090,2010-05-23,2
0143170090,2010-05-24,2
0143170090,2010-05-25,6
0143170090,2010-05-26,5
0143170090,2010-05-27,1
0143170090,2010-05-28,2
0143170090,2010-05-29,4
0143170090,2010-05-30,2
0143170090,2010-05-31,4
0143170090,2010-06-01,3
0143170090,2010-06-02,2
0143170090,2010-06-03,2
0143170090,2010-06-05,2
0143170090,2010-06-06,2
0143170090,2010-06-07,3
0143170090,2010-06-08,1
0143170090,2010-06-09,4
0143170090,2010-06-10,2
0143170090,2010-06-11,5
0143170090,2010-06-12,2
0143170090,2010-06-13,2
0143170090,2010-06-14,2
0143170090,2010-06-15,4
0143170090,2010-06-16,4
0143170090,2010-06-17,3
0143170090,2010-06-18,4
0143170090,2010-06-19,1
0143170090,2010-06-20,2
0143170090,2010-06-21,3
0143170090,2010-06-22,4
0143170090,2010-06-23,3
0143170090,2010-06-24,3
0143170090,2010-06-25,3
0143170090,2010-06-26,3
0143170090,2010-06-27,2
0143170090,2010-06-28,5
0143170090,2010-06-29,2
0143170090,2010-06-30,1
0143170090,2010-07-01,4
0143170090,2010-07-02,4
0143170090,2010-07-03,4
0143170090,2010-07-04,2
0143170090,2010-07-05,6
0143170090,2010-07-06,3
0143170090,2010-07-07,4
0143170090,2010-07-08,1
0143170090,2010-07-09,5
0143170090,2010-07-10,4
0143170090,2010-07-11,3
0143170090,2010-07-12,4
0143170090,2010-07-13,3
0143170090,2010-07-14,5
0143170090,2010-07-15,4
0143170090,2010-07-16,3
0143170090,2010-07-17,5
0143170090,2010-07-18,3
0143170090,2010-07-19,1
0143170090,2010-07-20,3
0143170090,2010-07-21,3
0143170090,2010-07-22,2
0143170090,2010-07-23,5
0143170090,2010-07-24,2
0143170090,2010-07-25,4
0143170090,2010-07-26,3
0143170090,2010-07-27,1
0143170090,2010-07-28,5
0143170090,2010-07-29,2
0143170090,2010-07-30,4
0143170090,2010-07-31,5
0143170090,2010-08-01,6
0143170090,2010-08-02,4
0143170090,2010-08-03,4
0143170090,2010-08-04,3
0143170090,2010-08-05,2
0143170090,2010-08-06,1
0143170090,2010-08-07,1
0143170090,2010-08-08,4
0143170090,2010-08-09,3
0143170090,2010-08-10,3
0143170090,2010-08-11,5
0143170090,2010-08-12,5
0143170090,2010-08-13,2
0143170090,2010-08-14,5
0143170090,2010-08-15,5
0143170090,2010-08-16,8
0143170090,2010-08-17,1
0143170090,2010-08-18,1
0143170090,2010-08-19,3
0143170090,2010-08-20,4
0143170090,2010-08-21,4
0143170090,2010-08-22,5
0143170090,2010-08-23,5
0143170090,2010-08-25,1
0143170090,2010-08-26,4
0143170090,2010-08-27,4
0143170090,2010-08-28,1
0143170090,2010-08-29,1
0143170090,2010-08-30,2
0143170090,2010-08-31,4
0143170090,2010-09-01,3
0143170090,2010-09-02,2
0143170090,2010-09-03,3
0143170090,2010-09-04,2
0143170090,2010-09-05,4
0143170090,2010-09-06,2
0143170090,2010-09-07,3
0143170090,2010-09-08,3
0143170090,2010-09-09,2
0143170090,2010-09-10,5
0143170090,2010-09-11,2
0143170090,2010-09-12,9
0143170090,2010-09-13,3
0143170090,2010-09-14,1
0143170090,2010-09-15,4
0143170090,2010-09-16,5
0143170090,2010-09-17,3
0143170090,2010-09-19,2
0143170090,2010-09-20,4
0143170090,2010-09-21,1
0143170090,2010-09-22,1
0143170090,2010-09-23,3
0143170090,2010-09-24,3
0143170090,2010-09-25,3
0143170090,2010-09-26,3
0143170090,2010-09-27,4
0143170090,2010-09-28,2
0143170090,2010-09-29,5
0143170090,2010-10-01,3
0143170090,2010-10-04,2
0143170090,2010-10-05,2
0143170090,2010-10-07,2
0143170090,2010-10-08,1
0143170090,2010-10-09,3
0143170090,2010-10-10,2
0143170090,2010-10-11,3
0143170090,2010-10-13,4
0143170090,2010-10-14,2
0143170090,2010-10-16,1
0143170090,2010-10-17,4
0143170090,2010-10-18,1
0143170090,2010-10-20,3
0143170090,2010-10-21,3
0143170090,2010-10-22,4
0143170090,2010-10-23,2
0143170090,2010-10-24,3
0143170090,2010-10-25,1
0143170090,2010-10-26,1
0143170090,2010-10-27,1
0143170090,2010-10-29,3
0143170090,2010-10-30,5
0143170090,2010-10-31,1
0143170090,2010-11-01,2
0143170090,2010-11-02,2
0143170090,2010-11-03,1
0143170090,2010-11-04,3
0143170090,2010-11-05,1
0143170090,2010-11-07,1
0143170090,2010-11-08,3
0143170090,2010-11-09,1
0143170090,2010-11-12,3
0143170090,2010-11-13,3
0143170090,2010-11-15,1
0143170090,2010-11-17,3
0143170090,2010-11-18,1
0143170090,2010-11-19,1
0143170090,2010-11-20,3
0143170090,2010-11-21,2
0143170090,2010-11-22,1
0143170090,2010-11-23,3
0143170090,2010-11-24,1
0143170090,2010-11-25,1
0143170090,2010-11-26,1
0143170090,2010-11-28,2
0143170090,2010-11-29,7
0143170090,2010-11-30,4
0143170090,2010-12-01,2
0143170090,2010-12-03,1
0143170090,2010-12-04,1
0143170090,2010-12-05,4
0143170090,2010-12-06,1
0143170090,2010-12-08,1
0143170090,2010-12-10,1
0143170090,2010-12-11,1
0143170090,2010-12-12,1
0143170090,2010-12-13,5
0143170090,2010-12-14,1
0143170090,2010-12-15,3
0143170090,2010-12-16,2
0143170090,2010-12-17,2
0143170090,2010-12-20,4
0143170090,2010-12-21,1
0143170090,2010-12-22,3
0143170090,2010-12-23,2
0143170090,2010-12-24,1
0143170090,2010-12-25,1
0143170090,2010-12-26,3
0143170090,2010-12-27,3
0143170090,2010-12-28,2
0143170090,2010-12-29,4
0143170090,2010-12-30,3
0143170090,2010-12-31,1
0143170090,2011-01-01,4
0143170090,2011-01-02,2
0143170090,2011-01-03,3
0143170090,2011-01-04,4
0143170090,2011-01-05,3
